load,startDate,timeStep,units
903.3042087,,,
872.9986419,,,
861.7547313,,,
819.3452269,,,
867.8643311,,,
800.8555925,,,
924.7780756,,,
883.4424958,,,
738.4932222,,,
719.0035071,,,
807.2774106,,,
931.2270706,,,
944.1184174,,,
727.9512246,,,
759.5885193,,,
783.4932092,,,
912.6858916,,,
782.220385,,,
702.5286198,,,
718.2685711,,,
816.9834336,,,
822.0515032,,,
917.5103107,,,
800.1548505,,,
866.3680771,,,
780.1467379,,,
924.2397068,,,
735.3352219,,,
801.1915453,,,
900.2648485,,,
828.8705934,,,
914.743,,,
810.1267932,,,
786.1929139,,,
710.3757276,,,
816.8137592,,,
794.7929082,,,
870.3549858,,,
806.486995,,,
919.6002802,,,
771.164774,,,
774.1994073,,,
745.0024386,,,
902.1953561,,,
741.0368019,,,
872.0501825,,,
845.7023332,,,
861.5790993,,,
881.5522367,,,
870.1599621,,,
748.0171987,,,
749.5684668,,,
882.5728384,,,
790.9271885,,,
915.6854524,,,
915.5757311,,,
898.486441,,,
884.0968364,,,
844.4305058,,,
849.0691567,,,
829.3096751,,,
720.6820039,,,
884.583161,,,
865.6370089,,,
726.6821112,,,
710.5838019,,,
725.058997,,,
813.5717256,,,
936.2441101,,,
842.6768751,,,
808.6175218,,,
819.546165,,,
863.0264849,,,
868.8335714,,,
713.9210166,,,
874.2528847,,,
795.0919332,,,
746.3778799,,,
765.0316537,,,
928.405304,,,
707.699361,,,
904.9607922,,,
923.8913761,,,
771.3224864,,,
949.2155388,,,
798.2315341,,,
786.3236746,,,
786.5777204,,,
816.0087975,,,
807.137576,,,
779.9786986,,,
790.5864495,,,
935.1074254,,,
705.0939281,,,
883.016816,,,
872.292376,,,
871.0872325,,,
861.1875626,,,
826.0532346,,,
901.6246225,,,
709.598848,,,
859.8818658,,,
909.8555931,,,
944.3196916,,,
707.485635,,,
887.4075171,,,
907.6464754,,,
881.6607412,,,
786.8231786,,,
883.7600482,,,
936.5413038,,,
803.0195108,,,
751.1823319,,,
933.1929981,,,
780.041051,,,
910.0600536,,,
929.2049873,,,
917.7231844,,,
873.6582118,,,
917.8573007,,,
867.8471903,,,
860.283487,,,
789.2401314,,,
761.9545774,,,
869.1689898,,,
761.3874408,,,
837.7719252,,,
767.3276155,,,
702.4072912,,,
752.022915,,,
730.7960315,,,
716.8691092,,,
837.761262,,,
796.1291799,,,
734.390316,,,
915.5732929,,,
764.2399382,,,
715.0646117,,,
728.4554693,,,
854.3676873,,,
814.2468599,,,
863.0223963,,,
948.7425666,,,
822.2337221,,,
887.2517299,,,
910.5517808,,,
701.2803708,,,
844.3475341,,,
945.589937,,,
700.1334053,,,
787.692004,,,
931.1377584,,,
880.6033796,,,
710.9703462,,,
783.3425806,,,
889.3338211,,,
758.7656061,,,
750.0989944,,,
842.58327,,,
767.2254901,,,
803.8456536,,,
768.04552,,,
930.7896158,,,
718.2022781,,,
862.0439256,,,
882.8492817,,,
781.2038103,,,
712.6136782,,,
873.8573935,,,
701.1738625,,,
751.503552,,,
857.6964954,,,
822.4687452,,,
847.2644756,,,
856.8714247,,,
777.3179081,,,
730.9674579,,,
930.3083884,,,
865.6933429,,,
807.5670104,,,
801.7162321,,,
704.7135833,,,
726.4924613,,,
703.5510989,,,
733.2521151,,,
928.9828557,,,
923.6383534,,,
881.5873956,,,
930.1126308,,,
706.0200922,,,
864.6627178,,,
749.0834036,,,
845.8032863,,,
782.2736593,,,
857.8679862,,,
859.3516123,,,
923.0019007,,,
763.5066567,,,
824.5438861,,,
930.4645719,,,
883.6249736,,,
799.7966165,,,
815.8164411,,,
741.9728428,,,
846.1549849,,,
842.8823206,,,
915.4725329,,,
920.8063588,,,
819.4884375,,,
919.5648769,,,
710.691794,,,
767.9524134,,,
813.5450305,,,
734.3382986,,,
764.5243498,,,
850.3712397,,,
760.3188888,,,
819.5438889,,,
791.9668719,,,
855.0144599,,,
932.9571523,,,
854.0405087,,,
832.1183774,,,
886.7744085,,,
917.3841052,,,
835.2829632,,,
740.5011197,,,
868.9438028,,,
735.4007166,,,
892.365024,,,
910.7337185,,,
852.9872231,,,
917.8689077,,,
759.1919843,,,
779.7268824,,,
865.4408469,,,
703.452259,,,
866.5959246,,,
745.6407423,,,
708.8906099,,,
788.025275,,,
891.9493213,,,
852.6649292,,,
902.6923565,,,
947.7338087,,,
847.1390272,,,
876.6117445,,,
822.7012481,,,
820.4107304,,,
903.8617465,,,
896.4286578,,,
909.7652823,,,
924.903372,,,
923.0999545,,,
771.8323563,,,
726.7144341,,,
769.6439285,,,
808.0451638,,,
810.808911,,,
864.9982381,,,
834.9644963,,,
816.0047606,,,
833.1652821,,,
794.3613172,,,
741.5822593,,,
928.5070722,,,
760.4640355,,,
910.1799635,,,
900.4316553,,,
949.1032006,,,
760.2157531,,,
819.4561881,,,
849.7540397,,,
791.8637345,,,
732.395433,,,
862.6889483,,,
739.1346599,,,
817.8341391,,,
800.7977768,,,
774.3950565,,,
752.9210279,,,
920.4103708,,,
736.2005553,,,
907.344765,,,
801.9381318,,,
874.9036969,,,
846.3815138,,,
914.6672816,,,
804.5117546,,,
799.8996261,,,
919.4488146,,,
785.6625605,,,
707.0900928,,,
835.0036764,,,
766.3471969,,,
790.9061474,,,
947.1030063,,,
810.091904,,,
860.4960796,,,
760.6665034,,,
907.4616168,,,
831.4933038,,,
721.6583999,,,
718.122815,,,
907.9184968,,,
787.0083209,,,
709.0541457,,,
728.8597228,,,
884.9728857,,,
717.499048,,,
875.9401238,,,
917.5635611,,,
939.0458644,,,
943.2133125,,,
831.7182777,,,
804.9344198,,,
717.2011903,,,
798.7413143,,,
839.5502486,,,
780.9018987,,,
817.8184872,,,
756.7554766,,,
709.1552511,,,
735.8519886,,,
739.22591,,,
788.5771367,,,
897.3864367,,,
770.9267383,,,
845.1016543,,,
797.3948077,,,
831.3826975,,,
912.1885045,,,
765.1891993,,,
868.4524668,,,
755.2912576,,,
780.612622,,,
770.6626574,,,
759.645653,,,
817.1899793,,,
710.3830956,,,
906.841126,,,
886.6594655,,,
873.6130298,,,
776.6882575,,,
848.9781683,,,
840.0250936,,,
896.9551176,,,
782.0915158,,,
713.8938933,,,
937.4590079,,,
879.3082629,,,
703.0027101,,,
704.8897932,,,
727.5088872,,,
769.8975627,,,
809.3525783,,,
842.3879802,,,
944.8832412,,,
845.4909911,,,
755.2715272,,,
903.0576682,,,
792.6919505,,,
880.9752605,,,
766.406712,,,
803.5373759,,,
895.1660329,,,
870.3909054,,,
849.2789626,,,
866.0742571,,,
909.4783599,,,
805.7329269,,,
717.7603603,,,
772.5799336,,,
883.2244634,,,
933.0538044,,,
774.9730712,,,
806.9010506,,,
874.5597064,,,
853.2582678,,,
829.1673084,,,
849.992172,,,
878.4870949,,,
779.0057912,,,
785.3061126,,,
917.3067973,,,
778.4388316,,,
806.8223496,,,
818.3274644,,,
919.8433216,,,
836.317557,,,
904.5360217,,,
851.0818445,,,
899.8175518,,,
820.1525171,,,
881.687098,,,
841.7993022,,,
939.6222028,,,
829.7513803,,,
922.5185711,,,
916.7242056,,,
854.5725151,,,
758.9927364,,,
827.7303785,,,
902.932758,,,
776.8738305,,,
888.1606922,,,
909.1953399,,,
714.4257062,,,
935.610596,,,
878.8873852,,,
928.4411589,,,
731.1694229,,,
886.7204377,,,
904.6206189,,,
891.5481936,,,
853.160844,,,
768.5712653,,,
872.975777,,,
881.6241546,,,
739.3119696,,,
717.1684037,,,
790.0589251,,,
933.7806659,,,
796.3809964,,,
791.8434062,,,
896.8961074,,,
731.7964479,,,
759.3877873,,,
792.1153716,,,
855.6018571,,,
752.6105757,,,
702.9903291,,,
859.6254329,,,
732.6106057,,,
834.7766964,,,
755.9204758,,,
704.6168112,,,
894.2626914,,,
802.8960595,,,
886.0225277,,,
900.5505214,,,
930.9859562,,,
867.8749089,,,
728.618292,,,
803.8601937,,,
726.4391245,,,
927.730764,,,
727.1268492,,,
816.8121009,,,
839.8181808,,,
789.1301416,,,
813.2407145,,,
705.7440881,,,
836.8275396,,,
763.9809888,,,
735.1218752,,,
901.9175561,,,
846.1654648,,,
825.6745143,,,
843.79933,,,
875.3344407,,,
707.9120797,,,
845.7061684,,,
792.5650822,,,
785.1559135,,,
711.995828,,,
909.0382248,,,
909.8061316,,,
751.4794201,,,
765.5327551,,,
727.0038842,,,
777.1931302,,,
798.1054564,,,
730.8117607,,,
844.0400207,,,
880.0512053,,,
798.5447166,,,
897.435746,,,
815.4786539,,,
720.2387673,,,
944.6174412,,,
753.9993512,,,
793.5257283,,,
919.4999666,,,
835.7875785,,,
930.529131,,,
948.6866687,,,
878.0148062,,,
798.6651548,,,
906.7132987,,,
938.3113726,,,
861.2042469,,,
939.466076,,,
817.8219775,,,
905.1755627,,,
876.2088575,,,
879.7759106,,,
828.2883986,,,
764.5389683,,,
752.529837,,,
900.5616153,,,
814.9504634,,,
917.2064666,,,
939.697484,,,
753.9442372,,,
884.5083163,,,
891.1809897,,,
903.7852366,,,
905.7057994,,,
711.1136698,,,
914.3505501,,,
921.1274392,,,
803.6423222,,,
852.842703,,,
913.7502467,,,
754.9298753,,,
770.8127249,,,
869.5922415,,,
762.541619,,,
730.5992281,,,
885.986145,,,
894.3043509,,,
778.2148548,,,
720.6757699,,,
796.9558004,,,
781.7061611,,,
811.2783451,,,
922.4623451,,,
749.1620561,,,
771.4714708,,,
918.2004774,,,
773.492111,,,
922.5635576,,,
822.4688438,,,
834.7972154,,,
816.9797016,,,
771.3107792,,,
834.6791397,,,
947.536124,,,
746.2090089,,,
836.9067294,,,
909.0218013,,,
929.0099914,,,
928.2757243,,,
876.6553446,,,
818.2752545,,,
829.0457764,,,
859.6080123,,,
887.8835187,,,
728.5395127,,,
708.4953448,,,
748.3565465,,,
816.0935372,,,
944.6906507,,,
814.9459904,,,
857.7148752,,,
848.6262082,,,
941.1987856,,,
798.1249579,,,
888.3921614,,,
778.3696641,,,
741.9145377,,,
706.581466,,,
857.6673589,,,
931.9394129,,,
928.9601066,,,
724.5038832,,,
753.1805862,,,
771.7853693,,,
738.5798744,,,
739.9901146,,,
912.0072727,,,
716.5809485,,,
702.719644,,,
940.8833443,,,
936.0260393,,,
883.3178775,,,
844.6155588,,,
844.4585911,,,
862.9788261,,,
799.1898678,,,
813.1867216,,,
803.6926418,,,
816.19088,,,
792.2990431,,,
871.6526863,,,
746.3340746,,,
896.494444,,,
949.6625574,,,
865.4588438,,,
898.5594278,,,
881.0456875,,,
763.4115404,,,
819.9838456,,,
860.1543606,,,
747.3185794,,,
948.7649496,,,
816.4859597,,,
752.9740992,,,
822.7364622,,,
707.0762105,,,
919.7132436,,,
842.5368312,,,
889.3530678,,,
906.1057471,,,
903.2347414,,,
916.2066025,,,
871.0729242,,,
789.7929732,,,
743.1862242,,,
775.0024677,,,
827.4191108,,,
763.5308207,,,
820.4652407,,,
744.2219073,,,
940.1036882,,,
820.3290645,,,
864.0724694,,,
940.3165472,,,
818.5088833,,,
739.9046469,,,
803.2106792,,,
822.0894547,,,
720.8813016,,,
930.8483923,,,
915.6923187,,,
947.744772,,,
922.8772265,,,
725.5508618,,,
707.8372064,,,
769.6117686,,,
842.4333497,,,
879.2821611,,,
710.3267494,,,
889.0404596,,,
769.4961329,,,
925.907493,,,
763.7080865,,,
906.7482223,,,
865.2102201,,,
768.589671,,,
851.6421005,,,
889.7613458,,,
948.8343073,,,
777.1029278,,,
845.6465607,,,
701.2709853,,,
923.2242024,,,
849.7313379,,,
901.9963757,,,
918.9345586,,,
928.2358693,,,
800.5848462,,,
833.052052,,,
812.7644279,,,
747.3173787,,,
794.7735453,,,
793.4482549,,,
781.4628779,,,
920.547247,,,
715.3371259,,,
713.7566404,,,
778.485951,,,
874.7729745,,,
794.9538687,,,
712.7803049,,,
942.4912318,,,
774.1036714,,,
752.5170383,,,
732.0850068,,,
787.371441,,,
908.8612818,,,
842.5697365,,,
805.5613839,,,
826.7403628,,,
744.89983,,,
722.7017433,,,
861.046453,,,
830.802575,,,
823.9819877,,,
779.651364,,,
912.8336063,,,
872.42342,,,
932.5619351,,,
742.1754276,,,
785.8085837,,,
826.2774657,,,
919.4832329,,,
917.7336263,,,
806.3917681,,,
779.1150576,,,
828.6548284,,,
746.17392,,,
813.8061618,,,
918.8853899,,,
933.545803,,,
781.4206413,,,
723.65027,,,
785.6222367,,,
764.429802,,,
948.7077623,,,
718.2957461,,,
849.1645333,,,
840.1050852,,,
942.6839009,,,
903.3436453,,,
875.7096326,,,
909.3974962,,,
721.0038858,,,
857.5280528,,,
717.0617099,,,
702.5193204,,,
935.5508189,,,
919.3517876,,,
916.9783827,,,
915.9188404,,,
728.8411186,,,
882.1559016,,,
863.5179402,,,
924.6430183,,,
895.1659448,,,
798.4271106,,,
727.6039554,,,
937.4913684,,,
740.3952282,,,
794.038068,,,
834.6166545,,,
766.5502804,,,
923.9567452,,,
790.5239644,,,
704.720128,,,
859.4074646,,,
936.6621825,,,
897.7316715,,,
887.1250998,,,
802.0346828,,,
753.1788818,,,
915.6538724,,,
817.9855707,,,
887.7679051,,,
918.9747234,,,
736.2549296,,,
729.834786,,,
924.9452297,,,
758.1762036,,,
931.343514,,,
852.2518796,,,
864.2784659,,,
867.6752961,,,
848.9812164,,,
944.8391144,,,
909.3924277,,,
780.3608658,,,
748.3529373,,,
888.5579568,,,
857.235696,,,
733.9539578,,,
847.7680465,,,
829.1875907,,,
857.9343089,,,
757.3110502,,,
888.3494725,,,
778.9712019,,,
891.2482775,,,
860.4411922,,,
832.9097131,,,
932.6865879,,,
719.8555713,,,
764.6870902,,,
717.1265446,,,
890.5737819,,,
762.0899427,,,
907.9049056,,,
734.8259943,,,
785.3869502,,,
747.5122433,,,
730.0691783,,,
777.6537606,,,
767.4967169,,,
939.1798993,,,
856.9053355,,,
711.8811963,,,
774.918771,,,
782.4067805,,,
877.094189,,,
752.6373484,,,
729.0606042,,,
751.4830453,,,
782.3804259,,,
858.1241088,,,
768.3638686,,,
865.7358149,,,
835.9227293,,,
815.2456727,,,
818.2311841,,,
816.3952479,,,
935.7192848,,,
880.663107,,,
868.6464208,,,
905.0066635,,,
869.6960086,,,
749.6340902,,,
733.096704,,,
722.2233758,,,
765.9878516,,,
813.1408886,,,
829.5142842,,,
826.7469651,,,
765.5952545,,,
726.3204549,,,
884.2367464,,,
726.4890921,,,
758.460607,,,
921.4504527,,,
850.0825069,,,
876.0496316,,,
907.2693636,,,
727.9364924,,,
872.3308357,,,
921.5991454,,,
853.9795719,,,
703.4234734,,,
756.1938976,,,
805.9920733,,,
726.9341709,,,
845.0955616,,,
896.8683883,,,
851.6782022,,,
759.3051629,,,
857.3308202,,,
851.9971489,,,
818.4291415,,,
764.685548,,,
738.1550167,,,
788.2560891,,,
931.385963,,,
945.3621149,,,
883.2951853,,,
867.1307085,,,
811.603694,,,
867.0245752,,,
936.468813,,,
741.7884389,,,
927.9449369,,,
822.1490958,,,
916.1784239,,,
790.8221088,,,
917.2119014,,,
788.4210602,,,
820.5712777,,,
706.1171584,,,
930.4901027,,,
790.3143622,,,
842.8153964,,,
875.192033,,,
717.5526129,,,
746.9917153,,,
906.9472678,,,
712.3100547,,,
823.0183851,,,
863.7191084,,,
771.6758784,,,
742.0220766,,,
842.3282037,,,
732.2310172,,,
885.3201103,,,
768.7894661,,,
900.7465817,,,
772.8733508,,,
792.1628896,,,
893.6861095,,,
829.643853,,,
809.0035336,,,
796.1974099,,,
830.2093548,,,
947.2446397,,,
762.6466931,,,
823.2239252,,,
777.3812807,,,
880.5426327,,,
755.5281298,,,
845.5126475,,,
739.4862915,,,
714.9820841,,,
749.1584621,,,
871.6236574,,,
816.6317466,,,
798.0185075,,,
793.2237718,,,
762.7582109,,,
909.7260039,,,
743.7627136,,,
718.2810436,,,
834.2311761,,,
948.7702575,,,
714.129852,,,
834.1855605,,,
701.0423206,,,
798.6582656,,,
790.7768377,,,
716.2537769,,,
909.7881542,,,
746.8844389,,,
729.4563623,,,
920.8876283,,,
748.0832145,,,
773.0561216,,,
836.9510965,,,
868.0327944,,,
915.4455145,,,
843.9571515,,,
762.1790919,,,
886.8873099,,,
887.2361469,,,
794.3014821,,,
774.4353888,,,
882.723671,,,
714.1322574,,,
872.5345313,,,
929.354591,,,
767.8269369,,,
713.0550512,,,
795.6507967,,,
707.5503974,,,
913.276616,,,
872.4718566,,,
885.8443097,,,
848.4510465,,,
800.1431269,,,
704.7995704,,,
858.5503722,,,
777.6785835,,,
866.8330581,,,
948.1601169,,,
890.59587,,,
801.8361972,,,
893.2432684,,,
900.2227506,,,
911.820213,,,
832.3313983,,,
917.2689859,,,
832.3595245,,,
905.1102068,,,
881.290042,,,
911.9470477,,,
806.7865977,,,
721.3863939,,,
912.0348786,,,
819.1660685,,,
727.9648926,,,
852.3263976,,,
793.7094088,,,
895.2109346,,,
811.9170405,,,
771.9560851,,,
792.8816155,,,
860.34623,,,
923.1465026,,,
905.7366266,,,
739.6991472,,,
814.1818878,,,
876.8294343,,,
831.0873255,,,
829.8051063,,,
822.7923325,,,
763.0004632,,,
889.0065107,,,
837.7216891,,,
742.0494404,,,
754.5161912,,,
803.70522,,,
747.1909238,,,
919.1562943,,,
721.500656,,,
879.1674668,,,
945.9856135,,,
829.8602638,,,
716.8302422,,,
720.7204147,,,
760.4202712,,,
851.0334225,,,
827.2614707,,,
890.3573531,,,
837.544117,,,
931.6136258,,,
947.2923803,,,
708.9896768,,,
938.6055385,,,
862.8057884,,,
759.0248081,,,
756.4705433,,,
863.4928377,,,
822.1301538,,,
940.826131,,,
760.1156075,,,
917.9344927,,,
782.8040629,,,
820.4445374,,,
833.6553964,,,
860.4386809,,,
704.9757519,,,
928.7642417,,,
816.9793115,,,
907.1480573,,,
944.3294561,,,
846.2889756,,,
779.5566842,,,
713.8367834,,,
891.2243955,,,
796.385115,,,
907.3857236,,,
788.486226,,,
841.1617174,,,
710.5592074,,,
933.2550011,,,
784.8183996,,,
912.7204981,,,
925.8509977,,,
792.7900652,,,
857.3816279,,,
839.0413924,,,
846.4272104,,,
804.1084364,,,
766.8014163,,,
833.8040441,,,
945.4486111,,,
761.0007773,,,
872.4808263,,,
909.4017483,,,
702.9437872,,,
768.6091338,,,
916.8926039,,,
745.9181884,,,
770.0228086,,,
715.2824283,,,
749.2527974,,,
917.2593109,,,
823.9436371,,,
901.5646173,,,
750.2018258,,,
738.6443652,,,
808.3177992,,,
860.3193818,,,
829.7197903,,,
875.9412515,,,
869.5348409,,,
802.7670271,,,
750.7376179,,,
731.6239426,,,
925.6757333,,,
819.6598566,,,
928.9515059,,,
800.7304016,,,
768.5683728,,,
933.0570749,,,
896.7144606,,,
867.6199793,,,
751.2005137,,,
772.8687756,,,
709.4020282,,,
773.7653527,,,
810.3666513,,,
934.3963968,,,
776.9571407,,,
805.1443672,,,
914.0426143,,,
797.3729477,,,
887.2726833,,,
750.6248126,,,
832.174643,,,
773.7703995,,,
772.6367896,,,
860.7391701,,,
838.6293404,,,
819.6520277,,,
848.9179395,,,
711.5703167,,,
844.2841257,,,
871.09522,,,
703.9754154,,,
894.1111276,,,
867.0325729,,,
716.8872408,,,
874.121861,,,
863.1401102,,,
724.6346899,,,
701.5993711,,,
893.5133668,,,
762.6888084,,,
717.9065322,,,
807.2346791,,,
836.4192379,,,
858.4626913,,,
735.1071059,,,
935.2683989,,,
763.3266736,,,
942.4515841,,,
830.4394856,,,
791.8547075,,,
866.3959094,,,
876.528717,,,
781.2806458,,,
772.0194283,,,
703.6543511,,,
737.352219,,,
866.198346,,,
872.4402426,,,
854.3916717,,,
748.8667462,,,
900.7102389,,,
747.844007,,,
785.7451599,,,
891.835724,,,
796.8446967,,,
792.6114553,,,
892.978712,,,
716.7191812,,,
708.908031,,,
870.5269305,,,
767.8985333,,,
908.6932563,,,
941.0528117,,,
760.6691587,,,
941.5450084,,,
