load,startDate,timeStep,units
580.0650101,,,
637.4647352,,,
599.8392315,,,
632.7871763,,,
691.2628119,,,
688.2698647,,,
657.2803461,,,
567.8374389,,,
629.6411623,,,
649.4672639,,,
599.445575,,,
645.6886908,,,
609.2423558,,,
646.7776635,,,
651.6815215,,,
640.7111809,,,
648.4464247,,,
647.3565294,,,
583.368685,,,
613.2692755,,,
637.1594211,,,
671.6686789,,,
611.0561211,,,
628.0092214,,,
676.4559191,,,
679.4786478,,,
572.9572267,,,
660.2969973,,,
621.8377081,,,
615.4721097,,,
671.1387234,,,
564.9564641,,,
599.6872204,,,
592.3950677,,,
690.4998688,,,
638.8764737,,,
590.4123187,,,
621.4529947,,,
617.2623349,,,
670.8825056,,,
659.4674726,,,
602.5607243,,,
628.7095564,,,
687.0149047,,,
591.0593292,,,
599.431354,,,
693.7283643,,,
665.937095,,,
697.7093275,,,
624.5643516,,,
607.6763961,,,
560.0789767,,,
672.3387546,,,
608.9437087,,,
637.8933523,,,
692.9348391,,,
628.0571713,,,
646.936019,,,
596.7116787,,,
628.1223633,,,
630.4042798,,,
592.3112434,,,
589.6335867,,,
696.3113492,,,
666.2541707,,,
568.1123683,,,
560.3115744,,,
621.5467044,,,
590.8446396,,,
600.4968099,,,
624.3904463,,,
555.5517388,,,
626.5563342,,,
668.6515411,,,
609.6135269,,,
591.1435009,,,
555.2736644,,,
604.2400761,,,
665.9928182,,,
591.4888504,,,
647.5906575,,,
552.6129737,,,
676.6373898,,,
630.6287735,,,
617.8743678,,,
552.920435,,,
617.8148328,,,
688.2196746,,,
567.37236,,,
662.1896108,,,
561.3405089,,,
585.1263101,,,
678.3790024,,,
660.8275586,,,
561.4297392,,,
574.1767492,,,
618.7717657,,,
672.2778584,,,
612.7183168,,,
689.9102809,,,
619.0875919,,,
595.250251,,,
670.6556012,,,
565.0071122,,,
682.5859915,,,
585.1328867,,,
627.9031815,,,
552.4438584,,,
652.9546977,,,
679.9808969,,,
688.5694615,,,
581.8004831,,,
605.8885553,,,
603.2933299,,,
665.1043551,,,
586.7677364,,,
591.1886753,,,
647.2704734,,,
559.2307726,,,
625.7576446,,,
660.4649575,,,
590.0999902,,,
590.7543216,,,
663.6546042,,,
563.7531755,,,
575.2128141,,,
673.2253828,,,
644.864497,,,
596.842493,,,
648.5011954,,,
634.0010933,,,
641.0142798,,,
593.1558677,,,
586.2537842,,,
650.6272111,,,
629.5516027,,,
694.0564049,,,
595.3850321,,,
593.0561819,,,
617.1956775,,,
670.8824919,,,
615.1609459,,,
576.3072854,,,
579.8934797,,,
664.827889,,,
639.3385525,,,
589.1785288,,,
655.9767598,,,
640.1534087,,,
575.5260228,,,
555.4212813,,,
614.7148815,,,
620.5402032,,,
598.5685288,,,
603.698043,,,
638.380911,,,
574.3229353,,,
688.9034651,,,
596.8327866,,,
592.9923285,,,
583.2865189,,,
665.3686032,,,
571.1126695,,,
609.4181868,,,
644.0591202,,,
693.4888578,,,
594.0291875,,,
616.4707271,,,
579.3187257,,,
686.2020007,,,
604.7387402,,,
657.913119,,,
649.0136911,,,
552.179769,,,
669.9066988,,,
551.8578985,,,
600.0192099,,,
553.8729088,,,
600.7635134,,,
673.2022304,,,
646.0253784,,,
627.1402118,,,
619.4118775,,,
561.700689,,,
606.318055,,,
579.9904827,,,
557.5416165,,,
634.0287267,,,
662.8671044,,,
617.4761461,,,
660.3360278,,,
639.9565491,,,
614.3397444,,,
645.0616089,,,
642.1973151,,,
635.5908502,,,
677.9286801,,,
634.2411367,,,
595.4706019,,,
582.0469591,,,
655.6319152,,,
599.0080326,,,
681.0870482,,,
619.9647099,,,
654.5305046,,,
670.3967166,,,
641.5914407,,,
591.8183813,,,
673.5889547,,,
550.1330142,,,
579.4283904,,,
564.3744315,,,
555.340044,,,
691.1492835,,,
691.6861947,,,
681.7009707,,,
635.0896524,,,
606.2963664,,,
664.1053572,,,
581.3178533,,,
616.4306029,,,
670.8033413,,,
565.970508,,,
553.91696,,,
649.9452551,,,
622.9253729,,,
645.4869776,,,
604.05336,,,
694.665415,,,
642.0380132,,,
590.1956975,,,
676.2377377,,,
695.8262043,,,
584.0356169,,,
683.4712954,,,
698.9975639,,,
587.126867,,,
671.3751629,,,
699.012718,,,
623.8135669,,,
668.7076439,,,
631.8066468,,,
573.3380412,,,
552.7846743,,,
550.764045,,,
625.6900254,,,
565.2405018,,,
588.4109232,,,
579.7067778,,,
680.2543173,,,
622.7834344,,,
612.6748574,,,
551.8878711,,,
699.4491587,,,
655.949601,,,
648.0531021,,,
609.0757821,,,
571.681429,,,
618.1640745,,,
610.3193952,,,
629.7257027,,,
650.4091514,,,
684.1210572,,,
661.9052588,,,
636.3420509,,,
654.0289929,,,
593.642738,,,
619.6897222,,,
631.8424984,,,
668.6146408,,,
680.5417255,,,
689.5356284,,,
689.3227996,,,
619.0701743,,,
551.2576362,,,
635.1459271,,,
657.5003567,,,
601.4405416,,,
686.0282515,,,
611.9781769,,,
665.0704552,,,
592.7638734,,,
638.9545561,,,
666.5204189,,,
621.9050534,,,
633.4341163,,,
571.3854573,,,
678.2578223,,,
606.312585,,,
605.681647,,,
637.5601682,,,
642.3082855,,,
673.6031673,,,
690.2628928,,,
596.6333145,,,
696.6124667,,,
580.8113213,,,
679.3748722,,,
556.5916122,,,
604.0457563,,,
646.2353101,,,
613.1807678,,,
631.8533278,,,
647.3156904,,,
672.5480483,,,
647.2440391,,,
683.1651217,,,
655.4361767,,,
617.7463677,,,
670.0320239,,,
555.5219791,,,
612.7235521,,,
575.6535789,,,
662.3668303,,,
698.0771668,,,
620.293272,,,
630.0118166,,,
571.809235,,,
661.8358328,,,
689.9007969,,,
583.1827473,,,
626.7921086,,,
597.1077797,,,
677.6422799,,,
573.8998981,,,
653.03407,,,
669.462698,,,
562.2561393,,,
612.7605672,,,
657.6008842,,,
562.7475207,,,
671.4000274,,,
582.2163804,,,
615.8369302,,,
612.5647659,,,
691.5902159,,,
590.894366,,,
653.5456265,,,
655.84158,,,
640.5773757,,,
668.6244929,,,
678.2744911,,,
697.2333893,,,
612.5139901,,,
668.3667521,,,
